Case ID,Case type,Case name,Version,Keywords,Auto type,Workloading,Priority,Creator,Category folder,Execution Type,Status,OS,Phase,Owner,Objective,Release notes,Type matrix,Case tools
MMA0004,SW,AMD Freesync,2.2,"AMD, Freesync",-100,480,,jcamarador,AMD Freesync,Matrix,Active,"Win 10, Win 11",SIT,bazcueta,To test AMD Freesync functionality,,"Win10, Win11",
MMA0025,SW,AMD Radeon Software App Function Test,2.2,"AMD, Radeon",-100,1200,,jcamarador,AMD Radeon Setting Lite,Matrix,Active,"Win 10, Win 11",SIT,jcamarador,"AMD Radeon App Function Test (UMA)
- Support UMA only but will be updated once scope is expanded",,"Win10, Win11",
MMA0040,SW,AAA Function Test (AMD APU + AMD dGPU + AMD Driver),2.0,"AMD,AAA",-100,1776,High,jcamarador,AAA,Matrix,Active,"Win 10, Win 11",FVT,eb72153,Evaluation of AAA functions (AMD APU + AMD dGPU + AMD driver),,"Win 10, Win 11",
MMA0040,SW,AAA Function Test (AMD APU + AMD dGPU + AMD Driver),2.0,"AMD,AAA",-100,1776,High,jcamarador,AAA,Matrix,Active,"Win 10, Win 11",SIT,eb72153,Evaluation of AAA functions (AMD APU + AMD dGPU + AMD driver),,"Win 10, Win 11",
5804PA,SW,AOAC Standby Function Test (Video),3.7,AOAC,-100,2065,,jcamarador,SIT: AOAC&DS with Video function test,Matrix,Active,"Win 10, Win 11",FVT,eb72153,See the attached Excel file.,,"Win10, Win11",
5803PA,SW,AOAC Standby Function Test (Audio),3.4,none,-100,1680,,jcamarador,SIT: AOAC&DS with audio function test,Matrix,Active,Win 10,FVT,eb72153,"1. Verify audio function before and after AOAC and DC standby        
2. Verify VoIP function before and after AOAC",,"UMA, Optimus, AMD",
5803PA,SW,AOAC Standby Function Test (Audio),3.4,none,-100,1680,,jcamarador,SIT: AOAC&DS with audio function test,Matrix,Active,Win 10,SIT,eb72153,"1. Verify audio function before and after AOAC and DC standby        
2. Verify VoIP function before and after AOAC",,"UMA, Optimus, AMD",
MMA0015,SW,Lenovo Voice Assistant Audio Quality Test,1.6,"Lenovo Voice Assistant, Audio, LVA",-100,1440,,jcamarador,FVT/SIT: Alexa: voice recognition ,Matrix,Active,"Win 10, Win 11",SIT,jcamarador,Test the audio quality using Lenovo Voice Quality Application,,"Win10, Win11",
MMA0045,SW,Lenovo Smart Noise Cancellation Function Test,1.21,"Elevoc, audio, noise cancelling",-100,480,,jcamarador,Elevoc,Matrix,Active,"Win 10, Win 11",FVT,jcamarador,"Test Case for Elevoc Noise Cancelling App of Lenovo.

Created by LCFC",,"Win10, Win11",
MMA0045,SW,Lenovo Smart Noise Cancellation Function Test,1.21,"Elevoc, audio, noise cancelling",-100,480,,jcamarador,Elevoc,Matrix,Active,"Win 10, Win 11",SIT,jcamarador,"Test Case for Elevoc Noise Cancelling App of Lenovo.

Created by LCFC",,"Win10, Win11",
4809PA,SW,ATS 5.0:Audio Function Test 4809PA,1.9,ATS,-100,60,Middle,jcamarador,SIT: Multimedia Functions Test using ATS,Matrix,Active,"Win 10, Win 11",SIT,eb72153,8Confirm the Audio Port Functions using the Automated test System (ATS).,,"Win10-64bit, Win11",
4810PA,SW,ATS 5.0:Video Function Test 4810PA,2.11,ATS,-100,300,Middle,jcamarador,SIT: Multimedia Functions Test using ATS,Matrix,Active,"Win 10, Win 11",SIT,eb72153,Confirm the Video Functions using the Automated test System(ATS),,"Win10-64bit, Win11",
2900PA,SW,Realtek Audio Function Test 2900PA,10.0,Audio,-100,490,High,jcamarador,SIT: Realtek Audio Function Test,Matrix,Active,"Win 10, Win 11",FFRT,eb72153,"for FVT/SIT : To confirm each function in each phase.
for FFRT : To confirm final level of software - BIOS/H8/Drivers/Applications - before SIT exit.

For QSFT: (TBA)",,"Win11, Win10",
2900PA,SW,Realtek Audio Function Test 2900PA,10.0,Audio,-100,490,High,jcamarador,SIT: Realtek Audio Function Test,Matrix,Active,"Win 10, Win 11",FVT,eb72153,"for FVT/SIT : To confirm each function in each phase.
for FFRT : To confirm final level of software - BIOS/H8/Drivers/Applications - before SIT exit.

For QSFT: (TBA)",,"Win11, Win10",
2900PA,SW,Realtek Audio Function Test 2900PA,10.0,Audio,-100,490,High,jcamarador,SIT: Realtek Audio Function Test,Matrix,Active,"Win 10, Win 11",SIT,eb72153,"for FVT/SIT : To confirm each function in each phase.
for FFRT : To confirm final level of software - BIOS/H8/Drivers/Applications - before SIT exit.

For QSFT: (TBA)",,"Win11, Win10",
4061PA,SW,Auto Scroll Utility Test 4061PA,3.31,Hotkey,-100,360,Middle,eb72153,FVT/SIT: MM: Hotkey Function Test,Matrix,Active,"Win 10, Win 11",SIT,eb72153,To verify the Auto Scroll functionality of Hotkey Features .,,"Win11, Win10",
4061PA,SW,Auto Scroll Utility Test 4061PA,3.31,Hotkey,-100,360,Middle,eb72153,FVT/SIT: MM: Hotkey Function Test,Matrix,Active,"Win 10, Win 11",FVT,eb72153,To verify the Auto Scroll functionality of Hotkey Features .,,"Win11, Win10",
4172PA,SW,Optimus : Basic Function Test 4172PA,2.91,none,-100,240,,eb71725,SIT: Optimus Graphics Function Test,Matrix,Active,"Win 10, Win 11",SIT,eb72153,To confirm the Basic Functionality of Optimus nVIDIA Solution .,,"Win11, Win10",
4177PA,SW,Discrete Mode Test,2.1,none,-100,240,,jcamarador,SIT: Optimus Graphics Function Test,Matrix,Active,"Win 10, Win 11",FFRT,eb72153,To confirm Optimus nVIDIA Display Driver has no functional problems as Pure Discrete Mode .,,"Win10, Win11",
4177PA,SW,Discrete Mode Test,2.1,none,-100,240,,jcamarador,SIT: Optimus Graphics Function Test,Matrix,Active,"Win 10, Win 11",FVT,eb72153,To confirm Optimus nVIDIA Display Driver has no functional problems as Pure Discrete Mode .,,"Win10, Win11",
4177PA,SW,Discrete Mode Test,2.1,none,-100,240,,jcamarador,SIT: Optimus Graphics Function Test,Matrix,Active,"Win 10, Win 11",SIT,eb72153,To confirm Optimus nVIDIA Display Driver has no functional problems as Pure Discrete Mode .,,"Win10, Win11",
4182PA,SW,Optimus : As Pure Integrated Graphics Test 4182PA,1.31,none,-100,480,,yamenomiya,SIT: Optimus Graphics Function Test,Matrix,Active,"Win 10, Win 11",SIT,eb72153,To confirm Optimus Intel Display Driver has no functional problems as Pure Intel Mode .,,"Win11, Win10",
4197PA,SW,Optimus : HPD & Mode Persistency Test 4197PA,1.7,none,-100,240,,jcamarador,SIT: Optimus Graphics Function Test,Matrix,Active,"Win 10, Win 11",SIT,eb72153,To confirm Hot Plug Detection and Persistency Functions works well in Optimus Graphics for Different Displays driven by either iGPU ( Intel ) or dGPU ( nVIDIA ),,"Win10, Win11",
4198PA,SW,Optimus : n-Head Display Configuration Test 4198PA,2.0,none,-100,360,,jcamarador,SIT: Optimus Graphics Function Test,Matrix,Active,"Win 10, Win 11",SIT,eb72153,"To confirm the n-Head Mulitple Adapter Configuration for nVIDIA Optimus Graphics
- Standalone Mode
- Docked Mode
- 3 Head Display Modes
- 4 Head Display Modes
- 5 Head Display Modes",,"Win10, Win11",
4278PA,SW,nVIDIA : Cross Adapter Clone Mode Test 4278PA,2.1,none,-100,240,,jcamarador,SIT: Optimus Graphics Function Test,Matrix,Active,"Win 10, Win 11",SIT,eb72153,To Test the Cross Adapter Clone Mode on nVIDIA Optimus Graphics Windows 10 natively supports Cross Adapter Clone,,"Win10, Win11",
4498PA,SW,Optimus : nVIDIA GPU Performance Scaling (GPS) Test 4498PA,2.2,"Video, NVIDIA",-100,240,High,jcamarador,SIT: Optimus Graphics Function Test,Matrix,Active,"Win 10, Win 11",SIT,eb72153,"To assure system functionality when nVIDIA GPS is enabled and Running . PA confirms no System level issues happen when GPU and CPU Centric Applications are running and transition happens between CPU and GPU usage . GPS is enabled by Default by the Video Driver .

07/2022
COnfirm CPU and GPU Status with GPUMontool",,"Win10, Win11",
MMA0027,SW,Nvidia Dynamic Boost and Whisper Mode Test,2.71,"Dynamic, Whisper, Nvidia",-100,480,High,jcamarador,SIT: Optimus Graphics Function Test,Matrix,Active,"Win 10, Win 11",FFRT,jcamarador,"Check the specification of the product to be tested to see if it supports this feature.
  Nvidia Test for Latest Drivers with
 - Bios  Ready with Dynamic and Whisper support enabled
 - ITS Driver ready with correct setting impletemented
 - NVIDIA driver that supports Whisper Mode
 - Hybrid Mode
  Added Direct X12 comparison test for October 2021 Release",,"Win10, Win11",
MMA0027,SW,Nvidia Dynamic Boost and Whisper Mode Test,2.71,"Dynamic, Whisper, Nvidia",-100,480,High,jcamarador,SIT: Optimus Graphics Function Test,Matrix,Active,"Win 10, Win 11",FVT,jcamarador,"Check the specification of the product to be tested to see if it supports this feature.
  Nvidia Test for Latest Drivers with
 - Bios  Ready with Dynamic and Whisper support enabled
 - ITS Driver ready with correct setting impletemented
 - NVIDIA driver that supports Whisper Mode
 - Hybrid Mode
  Added Direct X12 comparison test for October 2021 Release",,"Win10, Win11",
MMA0027,SW,Nvidia Dynamic Boost and Whisper Mode Test,2.71,"Dynamic, Whisper, Nvidia",-100,480,High,jcamarador,SIT: Optimus Graphics Function Test,Matrix,Active,"Win 10, Win 11",SIT,jcamarador,"Check the specification of the product to be tested to see if it supports this feature.
  Nvidia Test for Latest Drivers with
 - Bios  Ready with Dynamic and Whisper support enabled
 - ITS Driver ready with correct setting impletemented
 - NVIDIA driver that supports Whisper Mode
 - Hybrid Mode
  Added Direct X12 comparison test for October 2021 Release",,"Win10, Win11",
MMA0039,SW,Hybrid Graphics Test,1.3,"Hybrid, Hybrid Graphics, Nvidia",-100,312,,jcamarador,SIT: Optimus Graphics Function Test,Matrix,Active,"Win 10, Win 11",nan,jcamarador,"Nvidia Graphics test, includes checking of GPU during Hybrid display mode",,"Win10, Win11",
MMA0052,SW,NVIDIA Skin temp control confirmation test,1.0,"NVIDIA.nvidia, skin temp, skin. temp, skintemp",-100,480,,jcamarador,SIT: Optimus Graphics Function Test,Matrix,Active,"Win 10, Win 11",FFRT,jcamarador,Confirm Nvidia Temperature Per support Graphic chip,,"Win10, Win11",
MMA0052,SW,NVIDIA Skin temp control confirmation test,1.0,"NVIDIA.nvidia, skin temp, skin. temp, skintemp",-100,480,,jcamarador,SIT: Optimus Graphics Function Test,Matrix,Active,"Win 10, Win 11",SIT,jcamarador,Confirm Nvidia Temperature Per support Graphic chip,,"Win10, Win11",
MMA0050,SW,Lenovo Vantage  + Dolby Access Integration Test,2.11,"Vantage, Dolby, Lenovo Vantage, Dolby Access, Dolby Voice, Dolby Vision, Voice, Vision",-100,672,,jcamarador,Lenovo Vantage,Matrix,Active,"Win 10, Win 11",FFRT,jcamarador,Confirm Synchornization of Dolby Voice and Dolby Access,,"Win10, Win11",
MMA0050,SW,Lenovo Vantage  + Dolby Access Integration Test,2.11,"Vantage, Dolby, Lenovo Vantage, Dolby Access, Dolby Voice, Dolby Vision, Voice, Vision",-100,672,,jcamarador,Lenovo Vantage,Matrix,Active,"Win 10, Win 11",FVT,jcamarador,Confirm Synchornization of Dolby Voice and Dolby Access,,"Win10, Win11",
MMA0050,SW,Lenovo Vantage  + Dolby Access Integration Test,2.11,"Vantage, Dolby, Lenovo Vantage, Dolby Access, Dolby Voice, Dolby Vision, Voice, Vision",-100,672,,jcamarador,Lenovo Vantage,Matrix,Active,"Win 10, Win 11",SIT,jcamarador,Confirm Synchornization of Dolby Voice and Dolby Access,,"Win10, Win11",
5793PA,SW,OS new function test - Nightlight,2.2,"RS2, RS3, RS4, RS5,19H1,3D,Nightlight,Night",-100,144,Middle,jcamarador,Win10 RS2,Matrix,Active,"Win 10, Win 11",SIT,eb72153,This test case is a test of the function added from RS2.,,"Win 10, Win 11",
5818PA,SW,OS new function test - Display HDR,7.6,"hdr,HDR, RS3, RS4, RS5, 19H1, 20H1",-100,1200,High,jcamarador,Win10 RS3,Matrix,Active,"Win 10, Win 11",FFRT,eb72153,"<Important>
2024 ~

Focuses on win11 and win10


This test case is a test of the function added from RS3.
The previous RS test item is not included.
Therefore, RS5 OS needs to perform the previous RS test.(RS2)
Added October 2021",,"Win 10, Win 11",
5818PA,SW,OS new function test - Display HDR,7.6,"hdr,HDR, RS3, RS4, RS5, 19H1, 20H1",-100,1200,High,jcamarador,Win10 RS3,Matrix,Active,"Win 10, Win 11",FVT,eb72153,"<Important>
2024 ~

Focuses on win11 and win10


This test case is a test of the function added from RS3.
The previous RS test item is not included.
Therefore, RS5 OS needs to perform the previous RS test.(RS2)
Added October 2021",,"Win 10, Win 11",
5818PA,SW,OS new function test - Display HDR,7.6,"hdr,HDR, RS3, RS4, RS5, 19H1, 20H1",-100,1200,High,jcamarador,Win10 RS3,Matrix,Active,"Win 10, Win 11",SIT,eb72153,"<Important>
2024 ~

Focuses on win11 and win10


This test case is a test of the function added from RS3.
The previous RS test item is not included.
Therefore, RS5 OS needs to perform the previous RS test.(RS2)
Added October 2021",,"Win 10, Win 11",
5872PA,SW,OS new function test - HEVC/H.265 and VP9,2.7,"RS4, HEVC, Hevcm vp9, DE, de",-100,828,Middle,jcamarador,Win10 RS4,Matrix,Active,"Win 10, Win 11",FVT,eb72153,"<Important>
This test case is a test of the function added from RS4.
The previous RS test item is not included.
Therefore, RS5 OS needs to perform the previous RS test.(RS2 - RS3)
Includes HEVC disabled test for ""DE"" images",,"Win 10, Win 11",
5872PA,SW,OS new function test - HEVC/H.265 and VP9,2.7,"RS4, HEVC, Hevcm vp9, DE, de",-100,828,Middle,jcamarador,Win10 RS4,Matrix,Active,"Win 10, Win 11",SIT,eb72153,"<Important>
This test case is a test of the function added from RS4.
The previous RS test item is not included.
Therefore, RS5 OS needs to perform the previous RS test.(RS2 - RS3)
Includes HEVC disabled test for ""DE"" images",,"Win 10, Win 11",
5887PA,SW,OS new function test - Display/Brightness settings,1.6,RS5,-100,120,Middle,eb72153,Win10 RS5,Matrix,Active,"Win 10, Win 11",FVT,eb72153,"<Important>
This test case is a test of the function added from RS5.
The previous RS test item is not included.
Therefore, RS5 OS needs to perform the previous RS test.(RS2 - RS4)
<Points updated with RS5>
1. Display
2. Display Brightness
3. Privacy, Microphone settings",,"Win 10, Win 11",
5887PA,SW,OS new function test - Display/Brightness settings,1.6,RS5,-100,120,Middle,eb72153,Win10 RS5,Matrix,Active,"Win 10, Win 11",SIT,eb72153,"<Important>
This test case is a test of the function added from RS5.
The previous RS test item is not included.
Therefore, RS5 OS needs to perform the previous RS test.(RS2 - RS4)
<Points updated with RS5>
1. Display
2. Display Brightness
3. Privacy, Microphone settings",,"Win 10, Win 11",
5891PA,SW,OS new function test - Action center/microphone settings,1.4,OS,-100,240,Middle,eb72153,Win10 19H1,Matrix,Active,"Win 10, Win 11",FVT,eb72153,"<Important>
This test case is a test of the function added from 19H1
The previous OS version test item is not included.
Therefore, 19H1 needs to perform the previous OS test.(RS2 - RS5)",,"Win 10, Win 11",
5891PA,SW,OS new function test - Action center/microphone settings,1.4,OS,-100,240,Middle,eb72153,Win10 19H1,Matrix,Active,"Win 10, Win 11",SIT,eb72153,"<Important>
This test case is a test of the function added from 19H1
The previous OS version test item is not included.
Therefore, 19H1 needs to perform the previous OS test.(RS2 - RS5)",,"Win 10, Win 11",
MMA0044,SW,OS new function test - Voice Access/Live Caption/Voice Focus,2.8,"Live Caption,Voice Access, Voice, Caption",-100,720,High,jcamarador,Win11 SV2,Matrix,Active,Win 11,FFRT,jcamarador,Confirm Live Caption and Voice Access,,Win11,
MMA0044,SW,OS new function test - Voice Access/Live Caption/Voice Focus,2.8,"Live Caption,Voice Access, Voice, Caption",-100,720,High,jcamarador,Win11 SV2,Matrix,Active,Win 11,FVT,jcamarador,Confirm Live Caption and Voice Access,,Win11,
MMA0044,SW,OS new function test - Voice Access/Live Caption/Voice Focus,2.8,"Live Caption,Voice Access, Voice, Caption",-100,720,High,jcamarador,Win11 SV2,Matrix,Active,Win 11,SIT,jcamarador,Confirm Live Caption and Voice Access,,Win11,
MMA0057,SW,OS New Function Test: RS Mode,1.8,"RS, 24h2, Restricted Standby",-100,1584,,jcamarador,Win11 24H2,Matrix,Active,Win 11,nan,jcamarador,"Placeholder for 24H2 new OS Function for MM Team
 
For Win11 24H2 onwards products only

As of 3/1 this is an initial test case we will still update it",,Win11,
3946PA,SW,Synaptics(Conexant) Audio:Beam forming in Tablet Mode Test 3946PA,1.62,Audio,-100,120,,eb72153,Tablet PC Function Test-Multimedia,Matrix,Active,"Win 10, Win 11",SIT,eb72153,To confirm that Beam Forming function is disabled correctly in Tablet mode .,,"Win10, Win11",
4815PA,SW,Tablet PC Function Test 4815PA,2.3,none,-100,624,High,jcamarador,Tablet PC Function Test-Multimedia,Matrix,Active,"Win 10, Win 11",SIT,eb72153,To confirm Audio / Video functions of system in Tablet mode scenarios,,"Win 11, Win 10",
5187PA,SW,Multimode: Audio/Video Playback Test 5187PA,2.7,"Audio, Video",-100,1200,Middle,jcamarador,Tablet PC Function Test-Multimedia,Matrix,Active,"Win 10, Win 11",FVT,eb72153,To confirm the Audio Playback in Different Thinkpad Modes.,,"Win 10, Win 11",
5187PA,SW,Multimode: Audio/Video Playback Test 5187PA,2.7,"Audio, Video",-100,1200,Middle,jcamarador,Tablet PC Function Test-Multimedia,Matrix,Active,"Win 10, Win 11",SIT,eb72153,To confirm the Audio Playback in Different Thinkpad Modes.,,"Win 10, Win 11",
5244PA,SW,MultiMode:Realtk HD Manager & Recording Test 5244PA,1.41,none,-100,480,Middle,eb72153,Tablet PC Function Test-Multimedia,Matrix,Active,"Win 10, Win 11, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,eb72153,To confirm the Audio Recording Quality in different MultiModes for Yoga and Tablet Products and also confirm Realtek HD Audio Manager Setting for Yoga and Tablet Products .,,"Win 11, Win 10",
5244PA,SW,MultiMode:Realtk HD Manager & Recording Test 5244PA,1.41,none,-100,480,Middle,eb72153,Tablet PC Function Test-Multimedia,Matrix,Active,"Win 10, Win 11, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SVT,eb72153,To confirm the Audio Recording Quality in different MultiModes for Yoga and Tablet Products and also confirm Realtek HD Audio Manager Setting for Yoga and Tablet Products .,,"Win 11, Win 10",
4660PA,SW,Thunderbolt Display Test 4660PA,5.11,"TBT, Thunderbolt, TBT3, TBT4, tbt",-100,960,High,jcamarador,SIT: Thunderbolt Display and Device Function Test,Matrix,Active,"Win 10, Win 11",FFRT,eb72153,"To confirm Thunderbolt Technology display compatibility and functionality
  Latest test procedure :
Included Thunderbolt 4",,"Win 10, Win 11",
4660PA,SW,Thunderbolt Display Test 4660PA,5.11,"TBT, Thunderbolt, TBT3, TBT4, tbt",-100,960,High,jcamarador,SIT: Thunderbolt Display and Device Function Test,Matrix,Active,"Win 10, Win 11",FVT,eb72153,"To confirm Thunderbolt Technology display compatibility and functionality
  Latest test procedure :
Included Thunderbolt 4",,"Win 10, Win 11",
4660PA,SW,Thunderbolt Display Test 4660PA,5.11,"TBT, Thunderbolt, TBT3, TBT4, tbt",-100,960,High,jcamarador,SIT: Thunderbolt Display and Device Function Test,Matrix,Active,"Win 10, Win 11",SIT,eb72153,"To confirm Thunderbolt Technology display compatibility and functionality
  Latest test procedure :
Included Thunderbolt 4",,"Win 10, Win 11",
5013PA,SW,FVT: Video Function Test 5013PA,5.41,Video,-100,480,High,jcamarador,FVT: Video Function Test,Matrix,Active,"Win 10, Win 11",FVT,eb72153,To verify the functionality of Video portion on all Operating system supported.,,"Win10-64bit, Win11",
2394PA,SW,Extended Desktop Function and PM Test 2394PA,5.6,none,-100,480,,jcamarador,Video Function Test,Matrix,Active,"Win 10, Win 11",SIT,eb72153,- Verify the Extended Desktop functionality,,"Win10, Win11",
3867PA,SW,High DPI Test 3867PA,3.0,Video,-100,300,Middle,jcamarador,Video Function Test,Matrix,Active,"Win 10, Win 11",SIT,eb72153,Confirm High DPI Hardware works correctly with Windows 7 / Win8.1 and there are no functional or usability issues . DPI Aware Applications (Lenovo Developed ) scale properly in all DPI Scaling settings .,,"Win10, Win11",
4718PA,SW,"Browser, YouTube and Video Playback Function Test 4718PA",5.6,none,-100,960,,jcamarador,Video Function Test,Matrix,Active,"Win 10, Win 11",FFRT,eb72153,Confirm Online video streaming using Internet Explorer and Chrome Browsers.,,"Win11, Win10",
4718PA,SW,"Browser, YouTube and Video Playback Function Test 4718PA",5.6,none,-100,960,,jcamarador,Video Function Test,Matrix,Active,"Win 10, Win 11",FVT,eb72153,Confirm Online video streaming using Internet Explorer and Chrome Browsers.,,"Win11, Win10",
