Case ID,Case type,Case name,Version,Keywords,Auto type,Workloading,Priority,Creator,Category folder,Execution Type,Status,OS,Phase,Owner,Objective,Release notes,Type matrix,Case tools
3861PA,SW,UltraNav : TouchPad and ClickPad Multi-Touch Function Test for Synaptics 3861PA,2.9.2,none,-100,576,,timothy.roasa@awsys-i.com,ROOT: UltraNav Function Test for Synaptics (ClickPad model) - 4240PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,tmitsuhashi,To verify Synaptics UltraNav driver Multi-Touch function under all OS supported.,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4240PA,SW,UltraNav Function Test for Synaptics (ClickPad model) 4240PA,1.9.1,none,-100,0,,tmitsuhashi,ROOT: UltraNav Function Test for Synaptics (ClickPad model) - 4240PA,Single,Active,Win 10,SIT,tmitsuhashi,"To verify the functionality of TouchPad driver.
A touch pad has two types, Synaptics and ALPS. And a touch pad driver is separate. Please take care.",,NULL,
5275PA,SW,5BCP TouchPad SynReflash update long run test 5275PA,1.1,none,-100,240,,tmitsuhashi,ROOT: UltraNav Function Test for Synaptics (ClickPad model) - 4240PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",tmitsuhashi,confirm upgrade utility reliability,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5321PA,SW,5BCP Score card 5321PA,1.0.2,none,-100,480,,timothy.roasa@awsys-i.com,ROOT: UltraNav Function Test for Synaptics (ClickPad model) - 4240PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",tmitsuhashi,perform 5BCP score card items,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
2198PA,SW,UltraNav Function Test for ALPS 2198PA,3.4,none,-100,0,,tmitsuhashi,FVT : UltraNav : Touchpad Function Test for ALPS,Single,Active,Win 10,SIT,tmitsuhashi,"To verify the functionality of TouchPad driver.
A touch pad has two types, Synaptics and ALPS. And a touch pad driver is separate. Please take care.",,NULL,
3591PA,SW,UltraNav : TouchPad Function Test for ALPS 3591PA,1.4,none,-100,480,,tmitsuhashi,FVT : UltraNav : Touchpad Function Test for ALPS,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,tmitsuhashi,To verify ALPS UltraNav driver advanced functions under all OS supported.,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
3593PA,SW,FVT: UltraNav : TouchPad Function Test for ALPS 3593PA,1.7,none,-100,240,,tmitsuhashi,FVT : UltraNav : Touchpad Function Test for ALPS,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,tmitsuhashi,To verify the functionality of Dual pointing device on all Operating system supported,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
3847PA,SW,FVT: UltraNav : TouchPad and ClickPad Multi-Touch Function Test for Synaptics 3847PA,1.9.2,none,-100,240,,timothy.roasa@awsys-i.com,FVT UltraNav : Touchpad and ClickPad Multi-Touch Function Test for Synaptics,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,tmitsuhashi,To verify Synaptics UltraNav driver Multi-Touch function under all OS supported.,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5429PA,SW,DRAFT:2015: Ultranav: Clickpad function test 5429PA,1.1,none,-100,0,,tmitsuhashi,Draft:2015: Ultranav Clickpad function test ,Single,Active,Win 10,FVT,tmitsuhashi,perform basic function test on clickpad,,NULL,
5430PA,SW,DRAFT:2015:3+2BCP(Synaptics): Ultranav driver function test 5430PA,1.1,none,-100,480,,tmitsuhashi,Draft:2015: Ultranav Clickpad function test ,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,tmitsuhashi,confirm the function and design of Ultranav driver,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5431PA,SW,DRAFT:2015: Ultranav driver function test 5431PA,1.1,none,-100,480,,tmitsuhashi,Draft:2015: Ultranav Clickpad function test ,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,tmitsuhashi,perform function test on Ultranav driver,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4062PA,SW,FVT: UltraNav : TouchPad Function Test for Synaptics 4062PA,2.0,none,-100,240,,tmitsuhashi,FVT : UltraNav : TouchPad Function Test for Synaptics,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,tmitsuhashi,To verify the functionality of Dual pointing device on all Operating system supported,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4487PA,SW,UltraNav : TouchPad function test for ELAN 4487PA,1.5,none,-100,240,,tmitsuhashi,ROOT: UltraNav Function Test for ELAN,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",tmitsuhashi,To Qualify new ELAN touchpad for thinkpad systems,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4515PA,SW,UltraNav Function Test for ELAN 4515PA,1.2,none,-100,0,,tmitsuhashi,ROOT: UltraNav Function Test for ELAN,Single,Active,Win 10,"SIT,FVT",tmitsuhashi,To Qualify new ELAN touchpad for thinkpad systems,,NULL,
5500PA,SW,2015:3+2BCP/2BCP:Palm Rejection function test using Slug 5500PA,1.2,none,-100,480,,shaun.casantusan@awsys-i.com,3+2BCP/2BCP: Palm Rejection Function Test using Slug,Matrix,Active,"Win 10, Win7 Home premium","SIT,FVT",tmitsuhashi,confirm and monitor the ClickPad's palm rejection feature/function of Ultranav using Slug,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4224PA,SW,FVT: UltraNav : ClickPad Function Test for Synaptics 4224PA,1.5,none,-100,480,,tmitsuhashi,FVT: UltraNav : ClickPad Function Test for Synaptics,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,tmitsuhashi,"To verify the functionality of ClickPad pointing device on all Operating system supported
  Perform the following confirmation by this test.
  -Basic function
-Usability in ClickPad",,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
2112PA,SW,FVT: UltraNav : TrackPoint Function Test for Common 2112PA,2.7,none,-100,240,,tmitsuhashi, FVT: UltraNav : TrackPoint Function Test for Common,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,tmitsuhashi,To verify the functionality of Dual pointing device on all Operating system supported,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5387PA,SW,3+2BCP(ALPS):TrackPoint Function test 5387PA,1.3,none,-100,480,,shaun.casantusan@awsys-i.com,ROOT: Ultranav Function Test for ALPS - 2198PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,confirm 3+2BCP under usage case scenarios,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
3828PA,SW,Touchpad Pointing device General Function test 3828PA,1.3,none,-100,240,,tmitsuhashi,Touchpad,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,tmitsuhashi,--,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
2756PA,SW,FVT: TrackPoint Function Test 2756PA,2.4,none,-100,240,,tmitsuhashi,Track Point,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,tmitsuhashi,To verify the functionality of TrackPoint portion on all Operating system supported.,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
429PA,SW,TrackPoint Basic Function Test 429PA,3.2,none,-100,480,,tmitsuhashi,Track Point,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,tmitsuhashi,To verify Track Point 4 driver basic function under all OSs supported.,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
LAPP008,SW,Linux Hotkey Test,0.1,Hotkey,-100,360,Middle,fyuan,Linux,Single,Active,Linux,"FVT,SIT",fyuan,Ensure the Hotkey works,,NULL,
LAPP001,SW,TouchPad and TrackPoint Function Test,0.5,"TouchPad, TrackPoint",-100,480,Middle,gkothandaram,Ultranav,Single,Active,Linux,"FVT,SIT",fyuan,To validate TouchPad and TrackPoint function,,NULL,
LAPP002,SW,TouchPad Function Test,0.2,TouchPad,-100,240,Middle,fyuan,Ultranav,Single,Active,Linux,"FVT,SIT",fyuan,To validate the function of TouchPad on Linux,,NULL,
LAPP003,SW,TrackPoint Function Test,0.2,TrackPoint,-100,240,Middle,fyuan,Ultranav,Single,Active,Linux,"FVT,SIT",fyuan,To validate the function of TrackPoint on Linux,,NULL,
LAPP005,SW,Linux Touch FPR Function Test,0.5,Linux FPR,-100,360,High,qvanessa,FingerPrint,Single,Active,Linux,"FVT,SIT",qvanessa,To qualify FPR function in Linux OS.,,NULL,
LAPP004,SW,Linux Face Recognition Function Test,0.1,Face Recognition,-100,360,Middle,fyuan,IR camera,Single,Active,Linux,"FVT,SIT",fyuan,To validate Face Recognition (Howdy) function on Linux,,NULL,
LAPP008,SW,Linux Hotkey Test,0.1.1,Hotkey,-100,360,Middle,fyuan,Hotkey,Single,Active,Linux,"FVT,SIT",fyuan,Ensure the Hotkey works,,NULL,
LAPP007,SW,Linux 3rd Party Security SW SecureDoc Confirmation Test,0.4,Linux SecureDoc,-100,360,,qvanessa,WinMagic Securedoc,Single,Active,Linux,,qvanessa,To qualify SecureDoc on Linux OS.,,NULL,
LAPP006,SW,Linux Yoga Function Test,0.2,Yoga,-100,360,Middle,fyuan,Yoga,Single,Active,Linux,"FVT,SIT",fyuan,To confirm the Yoga mode basic function in Linux,,NULL,
LAPP0010,SW,Linux SGX Function Test_LAPP010,0.2,Linux SGX,-100,240,,qvanessa,Intel SGX,Single,Active,Linux,"FVT,SIT",qvanessa,To qualify Intel SGX on Linux OS.,,NULL,
AP_0020,SW,Privacy Guard Function Test Case,0.4,ePrivacy,-100,480,,qvanessa,e-Privacy,Single,Active,"Win 10, Win 11","FVT,SIT",qvanessa,To qualify systems with ePrivacy hardware.,,NULL,
AP_0066,SW,Lenovo XiaoTian Function Test For Commercial,2.8,XiaoTian,-100,1872,High,suxia1,Lenovo XiaoTian,Single,Active,Win 11,"FVT,SIT",qvanessa,To qualify AI Now XiaoTian app on supporting products.,,NULL,
AP_0071,SW,Lenovo XiaoTian Function Test For Integration,1.7,XiaoTian,-100,864,,lijy62,Lenovo XiaoTian,Single,Active,Win 11,"FVT,SIT",suxia1,For XiaoTian Integration version test.,,NULL,
